category	source_file	line	code_span
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-3-bittorrent-primitives-problem.md	182	src/peer.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-6-primitives-module-refactor-plan.md	23	packages/primitives/src/core.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-6-primitives-module-refactor-plan.md	27	packages/primitives/src/announce_event.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-6-primitives-module-refactor-plan.md	179	packages/primitives/src/core.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-6-primitives-module-refactor-plan.md	179	packages/primitives/src/announce_event.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	18	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	28	packages/udp-protocol/src/peer_id.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	37	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	42	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	54	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	60	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	64	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	86	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	100	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	101	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	103	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	144	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	158	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	163	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	175	packages/peer-id
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	176	packages/peer-id/src/peer_id.rs
historical-closed-doc	docs/issues/closed/1732-replace-aquatic-udp-protocol/step-7-peer-id-extraction-plan.md	177	packages/peer-id/src/peer_client.rs
historical-closed-doc	docs/issues/closed/1736-docs-http3-proxy.md	57	docs/issues/open/1765-native-http3-readiness.md
historical-closed-doc	docs/issues/closed/1736-docs-http3-proxy.md	77	docs/issues/drafts/1736-docs-http3-proxy.md
historical-closed-doc	docs/issues/closed/1736-docs-http3-proxy.md	78	docs/issues/open/1736-docs-http3-proxy.md
glob-pattern	docs/issues/closed/1742-ci-change-aware-workflows-epic.md	142	.github/skills/**/SKILL.md
glob-pattern	docs/issues/closed/1742-ci-change-aware-workflows-epic.md	165	packages/tracker-core/**
glob-pattern	docs/issues/closed/1743-docs-only-ci-fast-path.md	56	docs/**
glob-pattern	docs/issues/closed/1743-docs-only-ci-fast-path.md	60	.github/skills/**/SKILL.md
glob-pattern	docs/issues/closed/1743-docs-only-ci-fast-path.md	61	.github/agents/*.md
glob-pattern	docs/issues/closed/1744-scope-persistence-workflows-by-path.md	63	packages/tracker-core/**
glob-pattern	docs/issues/closed/1744-scope-persistence-workflows-by-path.md	76	packages/tracker-core/**
glob-pattern	docs/issues/closed/1744-scope-persistence-workflows-by-path.md	106	packages/tracker-core/**
historical-closed-doc	docs/issues/closed/1765-native-http3-readiness.md	76	docs/issues/drafts/1737-native-http3-readiness.md
historical-closed-doc	docs/issues/closed/1765-native-http3-readiness.md	77	docs/issues/open/1765-native-http3-readiness.md
historical-closed-doc	docs/issues/closed/1771-merge-clients-into-unified-tracker-client-cli.md	300	src/bin/http_tracker_client.rs
historical-closed-doc	docs/issues/closed/1771-merge-clients-into-unified-tracker-client-cli.md	303	docs/features/json-request-input/README.md
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	58	packages/rest-tracker-api-client
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	62	packages/udp-tracker-server
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	82	contrib/bencode
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	206	contrib/bencode
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	241	contrib/bencode
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	245	packages/rest-tracker-api-client/src/v1/client.rs:222
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	253	contrib/bencode
historical-closed-doc	docs/issues/closed/1778-migrate-to-rust-edition-2024.md	320	packages/rest-tracker-api-client/src/v1/client.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	41	packages/clock/src/conv/mod.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	70	packages/clock/src/lib.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	72	packages/clock/src/clock/mod.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	72	packages/clock/src/conv/mod.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	74	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	98	packages/clock/src/lib.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	99	packages/clock/src/clock/mod.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	99	packages/clock/src/conv/mod.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	100	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	142	packages/clock/src/lib.rs
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	143	packages/clock/Cargo.toml
directory-reference	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	144	packages/clock/src/
historical-closed-doc	docs/issues/closed/1790-move-duration-since-unix-epoch-to-torrust-tracker-clock.md	171	packages/clock/src/lib.rs
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	43	packages/axum-http-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	44	packages/udp-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	63	packages/axum-http-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	66	packages/udp-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	74	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	86	packages/clock
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	99	packages/axum-http-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	100	packages/axum-http-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	101	packages/udp-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	102	packages/udp-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	109	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	114	packages/axum-http-tracker-server/src/v1/routes.rs
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	115	packages/axum-rest-tracker-api-server/src/routes.rs
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	116	packages/udp-tracker-server/src/environment.rs
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	117	packages/udp-tracker-server/tests/server/contract.rs
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	154	packages/axum-http-tracker-server
historical-closed-doc	docs/issues/closed/1793-1669-03-define-per-package-default-timeout-constants.md	155	packages/udp-tracker-server
directory-reference	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	59	packages/net-primitives/
directory-reference	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	62	packages/net-primitives/
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	64	packages/server-lib/Cargo.toml
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	66	packages/server-lib/Cargo.toml
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	87	packages/net-primitives/Cargo.toml
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	88	packages/net-primitives
directory-reference	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	89	packages/net-primitives/src/
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	89	packages/net-primitives/src/lib.rs
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	91	packages/server-lib/Cargo.toml
directory-reference	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	128	packages/net-primitives/
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	132	packages/server-lib/Cargo.toml
historical-closed-doc	docs/issues/closed/1797-1669-05-create-torrust-net-primitives-and-move-service-binding.md	157	packages/net-primitives/src/service_binding.rs
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	70	packages/index-cli-common
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	267	src/bin/e2e_tests_runner.rs
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	268	src/bin/qbittorrent_e2e_runner.rs
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	269	src/bin/profiling.rs
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	336	docs/issues/open/1798-global-cli-output-contract-adr.md
dated-template	docs/issues/closed/1798-global-cli-output-contract-adr.md	362	docs/adrs/YYYYMMDDHHMMSS_global_cli_output_contract.md
historical-closed-doc	docs/issues/closed/1798-global-cli-output-contract-adr.md	434	packages/tracker-cli-common
historical-closed-doc	docs/issues/closed/1804-use-cargo-machete-with-metadata-and-remove-unused-dev-deps.md	168	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1805-fix-workspace-coupling-report-for-brace-and-reexport-imports.md	121	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1805-fix-workspace-coupling-report-for-brace-and-reexport-imports.md	182	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1805-fix-workspace-coupling-report-for-brace-and-reexport-imports.md	336	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
glob-pattern	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	215	packages/*/src/lib.rs
directory-reference	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	272	docs/copilot-pr-reviews/
historical-closed-doc	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	369	docs/issues/open/1669-overhaul-packages/workspace-coupling-report.md
historical-closed-doc	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	370	docs/issues/open/1726-reduce-build-times-sccache/ISSUE.md
historical-closed-doc	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	371	docs/issues/open/1726-reduce-build-times-sccache/benchmark-results.md
directory-reference	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	373	docs/copilot-pr-reviews/
historical-closed-doc	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	375	docs/copilot-pr-reviews/README.md
historical-closed-doc	docs/issues/closed/1810-add-frontmatter-to-docs-markdown-files.md	376	docs/copilot-pr-reviews/pr-1733-copilot-suggestions.md
historical-closed-doc	docs/issues/closed/1816-1669-07-align-torrust-prefix-rename-tracker-specific-packages.md	150	packages/axum-http-tracker-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1816-1669-07-align-torrust-prefix-rename-tracker-specific-packages.md	151	packages/axum-rest-tracker-api-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1816-1669-07-align-torrust-prefix-rename-tracker-specific-packages.md	154	packages/rest-tracker-api-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	33	packages/metrics
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	55	packages/metrics/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	78	packages/metrics/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	82	packages/metrics/README.md
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	89	packages/axum-rest-tracker-api-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	90	packages/http-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	91	packages/rest-tracker-api-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	94	packages/udp-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	95	packages/udp-tracker-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	120	packages/metrics/Cargo.toml
historical-closed-doc	docs/issues/closed/1819-1669-08-rename-torrust-tracker-metrics-to-torrust-metrics.md	126	packages/metrics/README.md
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	33	packages/clock
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	75	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	100	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	104	packages/clock/README.md
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	116	packages/axum-http-tracker-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	117	packages/axum-rest-tracker-api-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	119	packages/http-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	123	packages/udp-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	124	packages/udp-tracker-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	152	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1821-1669-09-rename-torrust-tracker-clock-to-torrust-clock.md	162	packages/clock/README.md
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	33	packages/located-error
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	65	packages/located-error/src/lib.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	88	src/tsl.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	89	src/v1/requests/announce.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	89	src/v1/requests/scrape.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	90	src/error.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	90	src/authentication/key/mod.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	90	src/authentication/handler.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	90	src/databases/error.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	91	src/udp/mod.rs
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	137	packages/located-error
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	146	packages/located-error/Cargo.toml
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	177	packages/located-error/Cargo.toml
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	181	packages/located-error/README.md
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	225	packages/located-error/Cargo.toml
historical-closed-doc	docs/issues/closed/1823-1669-10-rename-torrust-tracker-located-error-to-torrust-located-error.md	236	packages/located-error/README.md
historical-closed-doc	docs/issues/closed/1859-1669-move-tracker-policy-and-private-mode-to-primitives/ISSUE.md	93	packages/swarm-coordination-registry/src/coordinator.rs
historical-closed-doc	docs/issues/closed/1859-1669-move-tracker-policy-and-private-mode-to-primitives/ISSUE.md	94	packages/swarm-coordination-registry/src/registry.rs
historical-closed-doc	docs/issues/closed/1860-1669-evaluate-tslconfig-move-to-axum-server/ISSUE.md	41	packages/axum-server/src/tsl.rs
historical-closed-doc	docs/issues/closed/1860-1669-evaluate-tslconfig-move-to-axum-server/ISSUE.md	151	packages/axum-server/src/tsl.rs
ellipsis-placeholder	docs/issues/closed/1861-1669-narrow-envcontainer-initialize-config-slices/ISSUE.md	111	docs/issues/open/1856-.../manual-test-results.md
historical-closed-doc	docs/issues/closed/1868-1840-workflow-performance-exclude-irrelevant-workspace-members/ISSUE.md	173	docs/issues/drafts/1840-workflow-performance-dependency-layer-cache-reuse/ISSUE.md
historical-closed-doc	docs/issues/closed/1869-1840-workflow-performance-dependency-layer-cache-reuse/ISSUE.md	61	docs/issues/drafts/1840-workflow-performance-split-external-dep-cache-layer/ISSUE.md
historical-closed-doc	docs/issues/closed/1869-1840-workflow-performance-dependency-layer-cache-reuse/ISSUE.md	91	docs/issues/drafts/1840-workflow-performance-split-external-dep-cache-layer/ISSUE.md
directory-reference	docs/issues/closed/1869-1840-workflow-performance-dependency-layer-cache-reuse/ISSUE.md	95	docs/issues/drafts/1840-workflow-performance-split-external-dep-cache-layer/
historical-closed-doc	docs/issues/closed/1869-1840-workflow-performance-dependency-layer-cache-reuse/ISSUE.md	122	docs/issues/drafts/1840-workflow-performance-split-external-dep-cache-layer/ISSUE.md
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	53	packages/clock/Cargo.toml
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	64	packages/clock/
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	70	packages/clock
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	71	packages/clock/
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	91	packages/http-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	92	packages/metrics/Cargo.toml
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	98	packages/udp-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	106	packages/clock/Cargo.toml
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	107	packages/clock/Cargo.toml
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	109	packages/clock/
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	113	packages/clock
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	113	packages/clock
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	114	packages/clock/
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	134	packages/clock/
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	161	packages/clock/
historical-closed-doc	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	164	packages/clock
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	165	packages/clock/
directory-reference	docs/issues/closed/1879-1669-17-extract-torrust-clock-to-standalone-repo.md	188	packages/clock/
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	24	contrib/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	29	contrib/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	30	packages/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	34	contrib/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	46	packages/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	64	contrib/bencode/Cargo.toml
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	66	packages/bencode
directory-reference	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	72	contrib/bencode/
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	91	contrib/bencode/Cargo.toml
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	92	contrib/bencode/Cargo.toml
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	93	packages/bencode
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	94	packages/bencode
directory-reference	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	98	contrib/bencode/
directory-reference	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	99	contrib/bencode/
directory-reference	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	129	contrib/bencode/
historical-closed-doc	docs/issues/closed/1881-1669-16-migrate-contrib-bencode-to-torrust-bittorrent/ISSUE.md	130	contrib/bencode
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	59	packages/metrics/
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	66	packages/metrics
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	67	packages/metrics/
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	82	packages/rest-tracker-api-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	83	packages/udp-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	84	packages/axum-rest-tracker-api-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	85	packages/udp-tracker-server/Cargo.toml
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	87	packages/http-tracker-core/Cargo.toml
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	95	packages/metrics/Cargo.toml
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	98	packages/metrics/
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	98	packages/metrics/
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	104	packages/metrics
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	104	packages/metrics
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	105	packages/metrics/
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	125	packages/metrics/
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	144	packages/metrics/
historical-closed-doc	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	147	packages/metrics
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	148	packages/metrics/
directory-reference	docs/issues/closed/1882-1669-18-extract-torrust-metrics-to-standalone-repo.md	171	packages/metrics/
historical-closed-doc	docs/issues/closed/1884-1669-19-move-bittorrent-peer-id-to-torrust-bittorrent.md	26	packages/peer-id
historical-closed-doc	docs/issues/closed/1884-1669-19-move-bittorrent-peer-id-to-torrust-bittorrent.md	31	packages/peer-id
historical-closed-doc	docs/issues/closed/1884-1669-19-move-bittorrent-peer-id-to-torrust-bittorrent.md	31	packages/peer-id
historical-closed-doc	docs/issues/closed/1884-1669-19-move-bittorrent-peer-id-to-torrust-bittorrent.md	35	packages/peer-id
historical-closed-doc	docs/issues/closed/1884-1669-19-move-bittorrent-peer-id-to-torrust-bittorrent.md	60	packages/peer-id/Cargo.toml
